report_id,title,indicator_id,data_field_name,indicator_name,measure_name,display_type,start_date,end_date,time_type,time,geo_entity_id,geo_join_id,geo_type,neighborhood,data_value,message
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2003-01-01,2003-12-31,year,2003,502,502,UHF42,Stapleton - St. George,6.6,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2003-01-01,2003-12-31,year,2003,503,503,UHF42,Willowbrook,2.3,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2003-01-01,2003-12-31,year,2003,504,504,UHF42,South Beach - Tottenville,2.3,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,101,101,UHF42,Kingsbridge - Riverdale,6.8,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,102,102,UHF42,Northeast Bronx,4.1,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,103,103,UHF42,Fordham - Bronx Pk,7.5,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,104,104,UHF42,Pelham - Throgs Neck,6.9,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,105,105,UHF42,Crotona -Tremont,10.2,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,106,106,UHF42,High Bridge - Morrisania,10.2,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,107,107,UHF42,Hunts Point - Mott Haven,10.2,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,201,201,UHF42,Greenpoint,3.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,202,202,UHF42,Downtown - Heights - Slope,8.8,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,203,203,UHF42,Bedford Stuyvesant - Crown Heights,4.6,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,204,204,UHF42,East New York,7.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,205,205,UHF42,Sunset Park,3.2,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,206,206,UHF42,Borough Park,3.2,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,207,207,UHF42,East Flatbush - Flatbush,7.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,208,208,UHF42,Canarsie - Flatlands,3.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,209,209,UHF42,Bensonhurst - Bay Ridge,3.8,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,210,210,UHF42,Coney Island - Sheepshead Bay,4.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,211,211,UHF42,Williamsburg - Bushwick,10.3,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,301,301,UHF42,Washington Heights,5.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,302,302,UHF42,Central Harlem - Morningside Heights,3.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,303,303,UHF42,East Harlem,8.6,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,304,304,UHF42,Upper West Side,4.1,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,305,305,UHF42,Upper East Side,2.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,306,306,UHF42,Chelsea - Clinton,2.7,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,307,307,UHF42,Gramercy Park - Murray Hill,2.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,308,308,UHF42,Greenwich Village - SoHo,2.7,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,309,309,UHF42,Union Square - Lower East Side,5.1,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,310,310,UHF42,Lower Manhattan,5.1,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,401,401,UHF42,Long Island City - Astoria,4,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,402,402,UHF42,West Queens,2,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,403,403,UHF42,Flushing - Clearview,4.2,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,404,404,UHF42,Bayside - Little Neck,4.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,405,405,UHF42,Ridgewood - Forest Hills,2.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,406,406,UHF42,Fresh Meadows,4.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,407,407,UHF42,Southwest Queens,3.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,408,408,UHF42,Jamaica,3.7,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,409,409,UHF42,Southeast Queens,2.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,410,410,UHF42,Rockaways,4.6,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,501,501,UHF42,Port Richmond,4.1,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,502,502,UHF42,Stapleton - St. George,4.1,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,503,503,UHF42,Willowbrook,5.9,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2004-01-01,2004-12-31,year,2004,504,504,UHF42,South Beach - Tottenville,5.9,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,101,101,UHF42,Kingsbridge - Riverdale,4.4,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,102,102,UHF42,Northeast Bronx,3.2,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,103,103,UHF42,Fordham - Bronx Pk,7.4,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,104,104,UHF42,Pelham - Throgs Neck,9,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,105,105,UHF42,Crotona -Tremont,8.8,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,106,106,UHF42,High Bridge - Morrisania,8.8,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,107,107,UHF42,Hunts Point - Mott Haven,8.8,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,201,201,UHF42,Greenpoint,8,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,202,202,UHF42,Downtown - Heights - Slope,6.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,203,203,UHF42,Bedford Stuyvesant - Crown Heights,7.7,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,204,204,UHF42,East New York,6.6,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,205,205,UHF42,Sunset Park,5.4,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,206,206,UHF42,Borough Park,2.7,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,207,207,UHF42,East Flatbush - Flatbush,3.8,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,208,208,UHF42,Canarsie - Flatlands,NA,Estimate is suppressed due to insufficient data.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,209,209,UHF42,Bensonhurst - Bay Ridge,3.5,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,210,210,UHF42,Coney Island - Sheepshead Bay,3.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,211,211,UHF42,Williamsburg - Bushwick,5.8,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,301,301,UHF42,Washington Heights,4.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,302,302,UHF42,Central Harlem - Morningside Heights,10.7,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,303,303,UHF42,East Harlem,7.6,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,304,304,UHF42,Upper West Side,9.8,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,305,305,UHF42,Upper East Side,8.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,306,306,UHF42,Chelsea - Clinton,4.3,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,307,307,UHF42,Gramercy Park - Murray Hill,8.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,308,308,UHF42,Greenwich Village - SoHo,4.3,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,309,309,UHF42,Union Square - Lower East Side,6.8,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,310,310,UHF42,Lower Manhattan,6.8,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,401,401,UHF42,Long Island City - Astoria,3.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,402,402,UHF42,West Queens,2.3,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,403,403,UHF42,Flushing - Clearview,4.6,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,404,404,UHF42,Bayside - Little Neck,2.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,405,405,UHF42,Ridgewood - Forest Hills,5.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,406,406,UHF42,Fresh Meadows,2.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,407,407,UHF42,Southwest Queens,1.7,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,408,408,UHF42,Jamaica,5.2,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,409,409,UHF42,Southeast Queens,4.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,410,410,UHF42,Rockaways,7.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,501,501,UHF42,Port Richmond,5.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,502,502,UHF42,Stapleton - St. George,5.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,503,503,UHF42,Willowbrook,2.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2006-01-01,2006-12-31,year,2006,504,504,UHF42,South Beach - Tottenville,2.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,101,101,UHF42,Kingsbridge - Riverdale,3.5,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,102,102,UHF42,Northeast Bronx,2.3,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,103,103,UHF42,Fordham - Bronx Pk,2.1,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,104,104,UHF42,Pelham - Throgs Neck,6.3,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,105,105,UHF42,Crotona -Tremont,7.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,106,106,UHF42,High Bridge - Morrisania,7.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,107,107,UHF42,Hunts Point - Mott Haven,7.4,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,201,201,UHF42,Greenpoint,7.9,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,202,202,UHF42,Downtown - Heights - Slope,4.3,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,203,203,UHF42,Bedford Stuyvesant - Crown Heights,5,
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,204,204,UHF42,East New York,3.1,Estimate is based on small numbers so should be interpreted with caution.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,205,205,UHF42,Sunset Park,NA,Estimate is suppressed due to insufficient data.
78,Asthma and the Environment,31,Adul31,Adults with asthma (past 12 months),Age-adjusted percent,,2007-01-01,2007-12-31,year,2007,206,206,UHF42,Borough Park,2,Estimate is based on small numbers so should be interpreted with caution.
