report_id,title,MeasureID,IndicatorID,indicator_data_name,indicator_name,measurement_type,units,year_id,start_date,end_date,time_type,time,geo_entity_id,geo_join_id,geo_type,neighborhood,data_value_geo_entity,unmodified_data_value_geo_entity,nbr_data_note,summary_bar_svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,232,2015-01-01,2015-12-31,Annual Average,Annual Average 2015,102,102,UHF42,Northeast Bronx,9.1,9.1,,Fine365-102.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,241,2015-12-31,2016-12-31,Annual Average,Annual Average 2016,102,102,UHF42,Northeast Bronx,7.5,7.5,,Fine365-102.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,252,2017-01-01,2017-12-31,Annual Average,Annual Average 2017,102,102,UHF42,Northeast Bronx,7.5,7.5,,Fine365-102.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,259,2018-01-01,2018-12-31,Annual Average,Annual Average 2018,102,102,UHF42,Northeast Bronx,7.0,7,,Fine365-102.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,279,2019-01-01,2019-12-31,Annual Average,Annual Average 2019,102,102,UHF42,Northeast Bronx,6.7,6.7,,Fine365-102.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,283,2020-01-01,2020-12-31,Annual Average,Annual Average 2020,102,102,UHF42,Northeast Bronx,6.0,6,,Fine365-102.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,295,2021-01-01,2021-12-31,Annual Average,Annual Average 2021,102,102,UHF42,Northeast Bronx,6.5,6.5,,Fine365-102.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,198,2008-12-01,2009-12-01,Annual Average,Annual Average 2009,103,103,UHF42,Fordham - Bronx Pk,11.1,11.1,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,199,2009-12-01,2010-12-01,Annual Average,Annual Average 2010,103,103,UHF42,Fordham - Bronx Pk,10.3,10.3,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,200,2010-12-01,2011-12-01,Annual Average,Annual Average 2011,103,103,UHF42,Fordham - Bronx Pk,10.8,10.8,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,201,2011-12-01,2012-12-01,Annual Average,Annual Average 2012,103,103,UHF42,Fordham - Bronx Pk,9.5,9.5,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,202,2012-12-01,2013-12-01,Annual Average,Annual Average 2013,103,103,UHF42,Fordham - Bronx Pk,9.1,9.1,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,219,2013-12-01,2014-12-01,Annual Average,Annual Average 2014,103,103,UHF42,Fordham - Bronx Pk,9.2,9.2,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,232,2015-01-01,2015-12-31,Annual Average,Annual Average 2015,103,103,UHF42,Fordham - Bronx Pk,9.1,9.1,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,241,2015-12-31,2016-12-31,Annual Average,Annual Average 2016,103,103,UHF42,Fordham - Bronx Pk,7.6,7.6,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,252,2017-01-01,2017-12-31,Annual Average,Annual Average 2017,103,103,UHF42,Fordham - Bronx Pk,7.5,7.5,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,259,2018-01-01,2018-12-31,Annual Average,Annual Average 2018,103,103,UHF42,Fordham - Bronx Pk,7.2,7.2,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,279,2019-01-01,2019-12-31,Annual Average,Annual Average 2019,103,103,UHF42,Fordham - Bronx Pk,6.7,6.7,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,283,2020-01-01,2020-12-31,Annual Average,Annual Average 2020,103,103,UHF42,Fordham - Bronx Pk,6.0,6,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,295,2021-01-01,2021-12-31,Annual Average,Annual Average 2021,103,103,UHF42,Fordham - Bronx Pk,6.6,6.6,,Fine365-103.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,198,2008-12-01,2009-12-01,Annual Average,Annual Average 2009,104,104,UHF42,Pelham - Throgs Neck,10.6,10.6,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,199,2009-12-01,2010-12-01,Annual Average,Annual Average 2010,104,104,UHF42,Pelham - Throgs Neck,9.7,9.7,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,200,2010-12-01,2011-12-01,Annual Average,Annual Average 2011,104,104,UHF42,Pelham - Throgs Neck,10.5,10.5,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,201,2011-12-01,2012-12-01,Annual Average,Annual Average 2012,104,104,UHF42,Pelham - Throgs Neck,9.2,9.2,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,202,2012-12-01,2013-12-01,Annual Average,Annual Average 2013,104,104,UHF42,Pelham - Throgs Neck,8.7,8.7,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,219,2013-12-01,2014-12-01,Annual Average,Annual Average 2014,104,104,UHF42,Pelham - Throgs Neck,9.0,9,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,232,2015-01-01,2015-12-31,Annual Average,Annual Average 2015,104,104,UHF42,Pelham - Throgs Neck,8.9,8.9,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,241,2015-12-31,2016-12-31,Annual Average,Annual Average 2016,104,104,UHF42,Pelham - Throgs Neck,7.5,7.5,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,252,2017-01-01,2017-12-31,Annual Average,Annual Average 2017,104,104,UHF42,Pelham - Throgs Neck,7.5,7.5,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,259,2018-01-01,2018-12-31,Annual Average,Annual Average 2018,104,104,UHF42,Pelham - Throgs Neck,7.0,7,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,279,2019-01-01,2019-12-31,Annual Average,Annual Average 2019,104,104,UHF42,Pelham - Throgs Neck,6.7,6.7,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,283,2020-01-01,2020-12-31,Annual Average,Annual Average 2020,104,104,UHF42,Pelham - Throgs Neck,6.1,6.1,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,295,2021-01-01,2021-12-31,Annual Average,Annual Average 2021,104,104,UHF42,Pelham - Throgs Neck,6.6,6.6,,Fine365-104.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,198,2008-12-01,2009-12-01,Annual Average,Annual Average 2009,105,105,UHF42,Crotona -Tremont,11.8,11.8,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,199,2009-12-01,2010-12-01,Annual Average,Annual Average 2010,105,105,UHF42,Crotona -Tremont,11.0,11,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,200,2010-12-01,2011-12-01,Annual Average,Annual Average 2011,105,105,UHF42,Crotona -Tremont,11.4,11.4,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,201,2011-12-01,2012-12-01,Annual Average,Annual Average 2012,105,105,UHF42,Crotona -Tremont,10.2,10.2,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,202,2012-12-01,2013-12-01,Annual Average,Annual Average 2013,105,105,UHF42,Crotona -Tremont,9.8,9.8,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,219,2013-12-01,2014-12-01,Annual Average,Annual Average 2014,105,105,UHF42,Crotona -Tremont,9.8,9.8,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,232,2015-01-01,2015-12-31,Annual Average,Annual Average 2015,105,105,UHF42,Crotona -Tremont,9.7,9.7,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,241,2015-12-31,2016-12-31,Annual Average,Annual Average 2016,105,105,UHF42,Crotona -Tremont,8.2,8.2,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,252,2017-01-01,2017-12-31,Annual Average,Annual Average 2017,105,105,UHF42,Crotona -Tremont,8.2,8.2,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,259,2018-01-01,2018-12-31,Annual Average,Annual Average 2018,105,105,UHF42,Crotona -Tremont,7.5,7.5,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,279,2019-01-01,2019-12-31,Annual Average,Annual Average 2019,105,105,UHF42,Crotona -Tremont,7.2,7.2,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,283,2020-01-01,2020-12-31,Annual Average,Annual Average 2020,105,105,UHF42,Crotona -Tremont,6.3,6.3,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,295,2021-01-01,2021-12-31,Annual Average,Annual Average 2021,105,105,UHF42,Crotona -Tremont,6.8,6.8,,Fine365-105.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,198,2008-12-01,2009-12-01,Annual Average,Annual Average 2009,106,106,UHF42,High Bridge - Morrisania,11.8,11.8,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,199,2009-12-01,2010-12-01,Annual Average,Annual Average 2010,106,106,UHF42,High Bridge - Morrisania,11.0,11,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,200,2010-12-01,2011-12-01,Annual Average,Annual Average 2011,106,106,UHF42,High Bridge - Morrisania,11.4,11.4,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,201,2011-12-01,2012-12-01,Annual Average,Annual Average 2012,106,106,UHF42,High Bridge - Morrisania,10.3,10.3,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,202,2012-12-01,2013-12-01,Annual Average,Annual Average 2013,106,106,UHF42,High Bridge - Morrisania,9.8,9.8,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,219,2013-12-01,2014-12-01,Annual Average,Annual Average 2014,106,106,UHF42,High Bridge - Morrisania,9.9,9.9,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,232,2015-01-01,2015-12-31,Annual Average,Annual Average 2015,106,106,UHF42,High Bridge - Morrisania,9.6,9.6,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,241,2015-12-31,2016-12-31,Annual Average,Annual Average 2016,106,106,UHF42,High Bridge - Morrisania,8.2,8.2,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,252,2017-01-01,2017-12-31,Annual Average,Annual Average 2017,106,106,UHF42,High Bridge - Morrisania,8.2,8.2,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,259,2018-01-01,2018-12-31,Annual Average,Annual Average 2018,106,106,UHF42,High Bridge - Morrisania,7.7,7.7,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,279,2019-01-01,2019-12-31,Annual Average,Annual Average 2019,106,106,UHF42,High Bridge - Morrisania,7.1,7.1,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,283,2020-01-01,2020-12-31,Annual Average,Annual Average 2020,106,106,UHF42,High Bridge - Morrisania,6.1,6.1,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,295,2021-01-01,2021-12-31,Annual Average,Annual Average 2021,106,106,UHF42,High Bridge - Morrisania,6.6,6.6,,Fine365-106.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,198,2008-12-01,2009-12-01,Annual Average,Annual Average 2009,107,107,UHF42,Hunts Point - Mott Haven,11.4,11.4,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,199,2009-12-01,2010-12-01,Annual Average,Annual Average 2010,107,107,UHF42,Hunts Point - Mott Haven,10.5,10.5,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,200,2010-12-01,2011-12-01,Annual Average,Annual Average 2011,107,107,UHF42,Hunts Point - Mott Haven,11.2,11.2,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,201,2011-12-01,2012-12-01,Annual Average,Annual Average 2012,107,107,UHF42,Hunts Point - Mott Haven,10.0,10,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,202,2012-12-01,2013-12-01,Annual Average,Annual Average 2013,107,107,UHF42,Hunts Point - Mott Haven,9.6,9.6,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,219,2013-12-01,2014-12-01,Annual Average,Annual Average 2014,107,107,UHF42,Hunts Point - Mott Haven,9.8,9.8,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,232,2015-01-01,2015-12-31,Annual Average,Annual Average 2015,107,107,UHF42,Hunts Point - Mott Haven,9.6,9.6,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,241,2015-12-31,2016-12-31,Annual Average,Annual Average 2016,107,107,UHF42,Hunts Point - Mott Haven,8.3,8.3,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,252,2017-01-01,2017-12-31,Annual Average,Annual Average 2017,107,107,UHF42,Hunts Point - Mott Haven,8.3,8.3,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,259,2018-01-01,2018-12-31,Annual Average,Annual Average 2018,107,107,UHF42,Hunts Point - Mott Haven,7.8,7.8,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,279,2019-01-01,2019-12-31,Annual Average,Annual Average 2019,107,107,UHF42,Hunts Point - Mott Haven,7.5,7.5,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,283,2020-01-01,2020-12-31,Annual Average,Annual Average 2020,107,107,UHF42,Hunts Point - Mott Haven,6.4,6.4,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,295,2021-01-01,2021-12-31,Annual Average,Annual Average 2021,107,107,UHF42,Hunts Point - Mott Haven,7.0,7,,Fine365-107.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,198,2008-12-01,2009-12-01,Annual Average,Annual Average 2009,201,201,UHF42,Greenpoint,11.9,11.9,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,199,2009-12-01,2010-12-01,Annual Average,Annual Average 2010,201,201,UHF42,Greenpoint,10.6,10.6,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,200,2010-12-01,2011-12-01,Annual Average,Annual Average 2011,201,201,UHF42,Greenpoint,11.5,11.5,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,201,2011-12-01,2012-12-01,Annual Average,Annual Average 2012,201,201,UHF42,Greenpoint,10.3,10.3,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,202,2012-12-01,2013-12-01,Annual Average,Annual Average 2013,201,201,UHF42,Greenpoint,10.0,10,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,219,2013-12-01,2014-12-01,Annual Average,Annual Average 2014,201,201,UHF42,Greenpoint,10.5,10.5,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,232,2015-01-01,2015-12-31,Annual Average,Annual Average 2015,201,201,UHF42,Greenpoint,10.5,10.5,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,241,2015-12-31,2016-12-31,Annual Average,Annual Average 2016,201,201,UHF42,Greenpoint,9.5,9.5,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,252,2017-01-01,2017-12-31,Annual Average,Annual Average 2017,201,201,UHF42,Greenpoint,9.0,9,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,259,2018-01-01,2018-12-31,Annual Average,Annual Average 2018,201,201,UHF42,Greenpoint,8.7,8.7,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,279,2019-01-01,2019-12-31,Annual Average,Annual Average 2019,201,201,UHF42,Greenpoint,8.6,8.6,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,283,2020-01-01,2020-12-31,Annual Average,Annual Average 2020,201,201,UHF42,Greenpoint,7.0,7,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,295,2021-01-01,2021-12-31,Annual Average,Annual Average 2021,201,201,UHF42,Greenpoint,7.7,7.7,,Fine365-201.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,198,2008-12-01,2009-12-01,Annual Average,Annual Average 2009,202,202,UHF42,Downtown - Heights - Slope,11.5,11.5,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,199,2009-12-01,2010-12-01,Annual Average,Annual Average 2010,202,202,UHF42,Downtown - Heights - Slope,10.5,10.5,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,200,2010-12-01,2011-12-01,Annual Average,Annual Average 2011,202,202,UHF42,Downtown - Heights - Slope,11.1,11.1,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,201,2011-12-01,2012-12-01,Annual Average,Annual Average 2012,202,202,UHF42,Downtown - Heights - Slope,9.9,9.9,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,202,2012-12-01,2013-12-01,Annual Average,Annual Average 2013,202,202,UHF42,Downtown - Heights - Slope,9.5,9.5,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,219,2013-12-01,2014-12-01,Annual Average,Annual Average 2014,202,202,UHF42,Downtown - Heights - Slope,10.0,10,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,232,2015-01-01,2015-12-31,Annual Average,Annual Average 2015,202,202,UHF42,Downtown - Heights - Slope,9.9,9.9,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,241,2015-12-31,2016-12-31,Annual Average,Annual Average 2016,202,202,UHF42,Downtown - Heights - Slope,8.9,8.9,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,252,2017-01-01,2017-12-31,Annual Average,Annual Average 2017,202,202,UHF42,Downtown - Heights - Slope,8.3,8.3,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,259,2018-01-01,2018-12-31,Annual Average,Annual Average 2018,202,202,UHF42,Downtown - Heights - Slope,7.8,7.8,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,279,2019-01-01,2019-12-31,Annual Average,Annual Average 2019,202,202,UHF42,Downtown - Heights - Slope,7.4,7.4,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,283,2020-01-01,2020-12-31,Annual Average,Annual Average 2020,202,202,UHF42,Downtown - Heights - Slope,6.7,6.7,,Fine365-202.svg
77,Outdoor Air and Health,365,2023,Fine365,Fine particles (PM 2.5),Mean,mcg/m3,295,2021-01-01,2021-12-31,Annual Average,Annual Average 2021,202,202,UHF42,Downtown - Heights - Slope,7.1,7.1,,Fine365-202.svg
