Start Date,Time,Geo Join ID,Neighborhood,Data Value,Message
2008-01-01,2008,409,Southeast Queens,49.6,
2008-01-01,2008,410,Rockaways,56.7,
2008-01-01,2008,501,Port Richmond,112.1,
2008-01-01,2008,502,Stapleton - St. George,92.6,
2008-01-01,2008,503,Willowbrook,68.9,
2008-01-01,2008,504,South Beach - Tottenville,38.3,
2008-01-01,2008,403,Flushing - Clearview,81.5,
2008-01-01,2008,404,Bayside - Little Neck,27,
2008-01-01,2008,405,Ridgewood - Forest Hills,74.5,
2008-01-01,2008,406,Fresh Meadows,70,
2008-01-01,2008,407,Southwest Queens,87.6,
2008-01-01,2008,408,Jamaica,73.8,
2008-01-01,2008,307,Gramercy Park - Murray Hill,68.3,
2008-01-01,2008,308,Greenwich Village - SoHo,53.9,
2008-01-01,2008,309,Union Square - Lower East Side,95.7,
2008-01-01,2008,310,Lower Manhattan,83.6,
2008-01-01,2008,401,Long Island City - Astoria,106.8,
2008-01-01,2008,402,West Queens,78.5,
2008-01-01,2008,301,Washington Heights,96.1,
2008-01-01,2008,302,Central Harlem - Morningside Heights,113.3,
2008-01-01,2008,303,East Harlem,161.4,
2008-01-01,2008,304,Upper West Side,37.1,
2008-01-01,2008,305,Upper East Side,73.3,
2008-01-01,2008,306,Chelsea - Clinton,73.1,
2008-01-01,2008,206,Borough Park,63.4,
2008-01-01,2008,207,East Flatbush - Flatbush,137.5,
2008-01-01,2008,208,Canarsie - Flatlands,118.1,
2008-01-01,2008,209,Bensonhurst - Bay Ridge,74.1,
2008-01-01,2008,210,Coney Island - Sheepshead Bay,86.2,
2008-01-01,2008,211,Williamsburg - Bushwick,136.7,
2008-01-01,2008,107,Hunts Point - Mott Haven,96.6,
2008-01-01,2008,201,Greenpoint,81.6,
2008-01-01,2008,202,Downtown - Heights - Slope,93.8,
2008-01-01,2008,203,Bedford Stuyvesant - Crown Heights,155,
2008-01-01,2008,204,East New York,141.9,
2008-01-01,2008,205,Sunset Park,128.9,
2009-01-01,2009,101,Kingsbridge - Riverdale,65.8,
2009-01-01,2009,102,Northeast Bronx,97,
2009-01-01,2009,103,Fordham - Bronx Pk,123.5,
2009-01-01,2009,104,Pelham - Throgs Neck,73.7,
2009-01-01,2009,105,Crotona -Tremont,130.7,
2009-01-01,2009,106,High Bridge - Morrisania,115.9,
2009-01-01,2009,409,Southeast Queens,77.8,
2009-01-01,2009,410,Rockaways,97.5,
2009-01-01,2009,501,Port Richmond,139.7,
2009-01-01,2009,502,Stapleton - St. George,82.3,
2009-01-01,2009,503,Willowbrook,60.5,
2009-01-01,2009,504,South Beach - Tottenville,41.6,
2009-01-01,2009,403,Flushing - Clearview,97.5,
2009-01-01,2009,404,Bayside - Little Neck,53.6,
2009-01-01,2009,405,Ridgewood - Forest Hills,92.4,
2009-01-01,2009,406,Fresh Meadows,77.1,
2009-01-01,2009,407,Southwest Queens,104.3,
2009-01-01,2009,408,Jamaica,107.9,
2009-01-01,2009,307,Gramercy Park - Murray Hill,94.2,
2009-01-01,2009,308,Greenwich Village - SoHo,67.4,
2009-01-01,2009,309,Union Square - Lower East Side,77.4,
2009-01-01,2009,310,Lower Manhattan,68.8,
2009-01-01,2009,401,Long Island City - Astoria,89.7,
2009-01-01,2009,402,West Queens,107.1,
2009-01-01,2009,301,Washington Heights,89.4,
2009-01-01,2009,302,Central Harlem - Morningside Heights,103.1,
2009-01-01,2009,303,East Harlem,134.8,
2009-01-01,2009,304,Upper West Side,37,
2009-01-01,2009,305,Upper East Side,74.1,
2009-01-01,2009,306,Chelsea - Clinton,90.7,
2009-01-01,2009,206,Borough Park,62.6,
2009-01-01,2009,207,East Flatbush - Flatbush,131.6,
2009-01-01,2009,208,Canarsie - Flatlands,100.6,
2009-01-01,2009,209,Bensonhurst - Bay Ridge,78.5,
2009-01-01,2009,210,Coney Island - Sheepshead Bay,73.4,
2009-01-01,2009,211,Williamsburg - Bushwick,137.8,
2009-01-01,2009,107,Hunts Point - Mott Haven,98.3,
2009-01-01,2009,201,Greenpoint,84.9,
2009-01-01,2009,202,Downtown - Heights - Slope,84.1,
2009-01-01,2009,203,Bedford Stuyvesant - Crown Heights,145.9,
2009-01-01,2009,204,East New York,133,
2009-01-01,2009,205,Sunset Park,126.2,
2010-01-01,2010,101,Kingsbridge - Riverdale,73.2,
2010-01-01,2010,102,Northeast Bronx,100.4,
2010-01-01,2010,103,Fordham - Bronx Pk,121,
2010-01-01,2010,104,Pelham - Throgs Neck,77.5,
2010-01-01,2010,105,Crotona -Tremont,133.7,
2010-01-01,2010,106,High Bridge - Morrisania,123.9,
2010-01-01,2010,409,Southeast Queens,83.4,
2010-01-01,2010,410,Rockaways,101.9,
2010-01-01,2010,501,Port Richmond,139.8,
2010-01-01,2010,502,Stapleton - St. George,73.7,
2010-01-01,2010,503,Willowbrook,63.9,
2010-01-01,2010,504,South Beach - Tottenville,56,
2010-01-01,2010,403,Flushing - Clearview,106.4,
2010-01-01,2010,404,Bayside - Little Neck,44,
2010-01-01,2010,405,Ridgewood - Forest Hills,105.1,
2010-01-01,2010,406,Fresh Meadows,84.3,
2010-01-01,2010,407,Southwest Queens,103.7,
2010-01-01,2010,408,Jamaica,113.6,
2010-01-01,2010,307,Gramercy Park - Murray Hill,86.7,
2010-01-01,2010,308,Greenwich Village - SoHo,60.1,
2010-01-01,2010,309,Union Square - Lower East Side,88.7,
2010-01-01,2010,310,Lower Manhattan,90,
2010-01-01,2010,401,Long Island City - Astoria,115.7,
2010-01-01,2010,402,West Queens,107.2,
2010-01-01,2010,301,Washington Heights,92.1,
2010-01-01,2010,302,Central Harlem - Morningside Heights,101.8,
2010-01-01,2010,303,East Harlem,132.2,
2010-01-01,2010,304,Upper West Side,55.4,
2010-01-01,2010,305,Upper East Side,63.8,
2010-01-01,2010,306,Chelsea - Clinton,90.1,
2010-01-01,2010,206,Borough Park,108.1,
2010-01-01,2010,207,East Flatbush - Flatbush,135.4,
2010-01-01,2010,208,Canarsie - Flatlands,126,
2010-01-01,2010,209,Bensonhurst - Bay Ridge,101,
2010-01-01,2010,210,Coney Island - Sheepshead Bay,105.9,
2010-01-01,2010,211,Williamsburg - Bushwick,144.9,
2010-01-01,2010,107,Hunts Point - Mott Haven,113.9,
2010-01-01,2010,201,Greenpoint,74.5,
2010-01-01,2010,202,Downtown - Heights - Slope,90.9,
2010-01-01,2010,203,Bedford Stuyvesant - Crown Heights,158.5,
2010-01-01,2010,204,East New York,136.3,
2010-01-01,2010,205,Sunset Park,166.9,
2011-01-01,2011,101,Kingsbridge - Riverdale,79.9,
2011-01-01,2011,102,Northeast Bronx,112.2,
2011-01-01,2011,103,Fordham - Bronx Pk,120.6,
2011-01-01,2011,104,Pelham - Throgs Neck,95.7,
2011-01-01,2011,105,Crotona -Tremont,137.4,
2011-01-01,2011,106,High Bridge - Morrisania,134.8,
2011-01-01,2011,409,Southeast Queens,80.7,
2011-01-01,2011,410,Rockaways,94.3,
2011-01-01,2011,501,Port Richmond,140,
2011-01-01,2011,502,Stapleton - St. George,133.4,
2011-01-01,2011,503,Willowbrook,81.6,
2011-01-01,2011,504,South Beach - Tottenville,95.8,
2011-01-01,2011,403,Flushing - Clearview,93.4,
2011-01-01,2011,404,Bayside - Little Neck,41.6,
2011-01-01,2011,405,Ridgewood - Forest Hills,85,
2011-01-01,2011,406,Fresh Meadows,84.4,
2011-01-01,2011,407,Southwest Queens,99.3,
2011-01-01,2011,408,Jamaica,133.1,
2011-01-01,2011,307,Gramercy Park - Murray Hill,104.4,
2011-01-01,2011,308,Greenwich Village - SoHo,51.7,
2011-01-01,2011,309,Union Square - Lower East Side,84,
2011-01-01,2011,310,Lower Manhattan,68.5,
2011-01-01,2011,401,Long Island City - Astoria,99.2,
2011-01-01,2011,402,West Queens,94.5,
2011-01-01,2011,301,Washington Heights,104,
2011-01-01,2011,302,Central Harlem - Morningside Heights,119.5,
2011-01-01,2011,303,East Harlem,134.8,
2011-01-01,2011,304,Upper West Side,63.7,
2011-01-01,2011,305,Upper East Side,77.3,
2011-01-01,2011,306,Chelsea - Clinton,76.2,
2011-01-01,2011,206,Borough Park,101.3,
2011-01-01,2011,207,East Flatbush - Flatbush,131.5,
2011-01-01,2011,208,Canarsie - Flatlands,117.6,
2011-01-01,2011,209,Bensonhurst - Bay Ridge,96.3,
2011-01-01,2011,210,Coney Island - Sheepshead Bay,90.3,
2011-01-01,2011,211,Williamsburg - Bushwick,130.5,
2011-01-01,2011,107,Hunts Point - Mott Haven,122.4,
2011-01-01,2011,201,Greenpoint,77.2,
2011-01-01,2011,202,Downtown - Heights - Slope,96.3,
2011-01-01,2011,203,Bedford Stuyvesant - Crown Heights,166.6,
2011-01-01,2011,204,East New York,143.2,
2011-01-01,2011,205,Sunset Park,149.6,
2012-01-01,2012,101,Kingsbridge - Riverdale,88.5,
2012-01-01,2012,102,Northeast Bronx,91,
2012-01-01,2012,103,Fordham - Bronx Pk,122.8,
2012-01-01,2012,104,Pelham - Throgs Neck,115.2,
2012-01-01,2012,105,Crotona -Tremont,149.9,
2012-01-01,2012,106,High Bridge - Morrisania,144.1,
2012-01-01,2012,409,Southeast Queens,65.3,
2012-01-01,2012,410,Rockaways,110.2,
2012-01-01,2012,501,Port Richmond,135.9,
2012-01-01,2012,502,Stapleton - St. George,100.1,
2012-01-01,2012,503,Willowbrook,92,
2012-01-01,2012,504,South Beach - Tottenville,57,
2012-01-01,2012,403,Flushing - Clearview,82.9,
2012-01-01,2012,404,Bayside - Little Neck,47.8,
2012-01-01,2012,405,Ridgewood - Forest Hills,100.3,
2012-01-01,2012,406,Fresh Meadows,81,
2012-01-01,2012,407,Southwest Queens,86,
2012-01-01,2012,408,Jamaica,110.7,
2012-01-01,2012,307,Gramercy Park - Murray Hill,102.9,
2012-01-01,2012,308,Greenwich Village - SoHo,65.6,
2012-01-01,2012,309,Union Square - Lower East Side,82.4,
2012-01-01,2012,310,Lower Manhattan,101.4,
2012-01-01,2012,401,Long Island City - Astoria,102.7,
2012-01-01,2012,402,West Queens,102.4,
2012-01-01,2012,301,Washington Heights,86.8,
2012-01-01,2012,302,Central Harlem - Morningside Heights,91.6,
2012-01-01,2012,303,East Harlem,155.5,
2012-01-01,2012,304,Upper West Side,56.1,
2012-01-01,2012,305,Upper East Side,77.6,
2012-01-01,2012,306,Chelsea - Clinton,90.9,
2012-01-01,2012,206,Borough Park,110.2,
2012-01-01,2012,207,East Flatbush - Flatbush,123.8,
2012-01-01,2012,208,Canarsie - Flatlands,112.3,
2012-01-01,2012,209,Bensonhurst - Bay Ridge,109.5,
2012-01-01,2012,210,Coney Island - Sheepshead Bay,118.2,
2012-01-01,2012,211,Williamsburg - Bushwick,141.3,
2012-01-01,2012,107,Hunts Point - Mott Haven,141.5,
2012-01-01,2012,201,Greenpoint,69.7,
2012-01-01,2012,202,Downtown - Heights - Slope,81.2,
2012-01-01,2012,203,Bedford Stuyvesant - Crown Heights,146.5,
2012-01-01,2012,204,East New York,153.3,
2012-01-01,2012,205,Sunset Park,179.8,
2013-01-01,2013,101,Kingsbridge - Riverdale,85.5,
2013-01-01,2013,102,Northeast Bronx,110.9,
2013-01-01,2013,103,Fordham - Bronx Pk,115.8,
2013-01-01,2013,104,Pelham - Throgs Neck,105.2,
2013-01-01,2013,105,Crotona -Tremont,166.4,
2013-01-01,2013,106,High Bridge - Morrisania,136.6,
2013-01-01,2013,409,Southeast Queens,64.2,
2013-01-01,2013,410,Rockaways,86.8,
2013-01-01,2013,501,Port Richmond,120.3,
2013-01-01,2013,502,Stapleton - St. George,129.2,
2013-01-01,2013,503,Willowbrook,72.8,
2013-01-01,2013,504,South Beach - Tottenville,65.3,
2013-01-01,2013,403,Flushing - Clearview,83.1,
2013-01-01,2013,404,Bayside - Little Neck,48.7,
2013-01-01,2013,405,Ridgewood - Forest Hills,101,
2013-01-01,2013,406,Fresh Meadows,78.7,
2013-01-01,2013,407,Southwest Queens,104.6,
2013-01-01,2013,408,Jamaica,114.6,
2013-01-01,2013,307,Gramercy Park - Murray Hill,97.5,
2013-01-01,2013,308,Greenwich Village - SoHo,64.5,
2013-01-01,2013,309,Union Square - Lower East Side,90.1,
2013-01-01,2013,310,Lower Manhattan,107.4,
2013-01-01,2013,401,Long Island City - Astoria,106.8,
2013-01-01,2013,402,West Queens,109.1,
2013-01-01,2013,301,Washington Heights,84,
2013-01-01,2013,302,Central Harlem - Morningside Heights,86.5,
2013-01-01,2013,303,East Harlem,142.3,
2013-01-01,2013,304,Upper West Side,51.9,
2013-01-01,2013,305,Upper East Side,71.1,
2013-01-01,2013,306,Chelsea - Clinton,63.3,
2013-01-01,2013,206,Borough Park,105.4,
2013-01-01,2013,207,East Flatbush - Flatbush,139.6,
2013-01-01,2013,208,Canarsie - Flatlands,101.4,
2013-01-01,2013,209,Bensonhurst - Bay Ridge,91.2,
2013-01-01,2013,210,Coney Island - Sheepshead Bay,109.4,
2013-01-01,2013,211,Williamsburg - Bushwick,120.8,
2013-01-01,2013,107,Hunts Point - Mott Haven,154.4,
2013-01-01,2013,201,Greenpoint,76.3,
2013-01-01,2013,202,Downtown - Heights - Slope,91.4,
2013-01-01,2013,203,Bedford Stuyvesant - Crown Heights,158.8,
2013-01-01,2013,204,East New York,165.1,
2013-01-01,2013,205,Sunset Park,154.3,
2014-01-01,2014,101,Kingsbridge - Riverdale,90.1,
2014-01-01,2014,102,Northeast Bronx,102.1,
2014-01-01,2014,103,Fordham - Bronx Pk,137.9,
2014-01-01,2014,104,Pelham - Throgs Neck,99.9,
2014-01-01,2014,105,Crotona -Tremont,137.3,
2014-01-01,2014,106,High Bridge - Morrisania,121.6,
2014-01-01,2014,409,Southeast Queens,71.8,
2014-01-01,2014,410,Rockaways,113.2,
2014-01-01,2014,501,Port Richmond,117.6,
2014-01-01,2014,502,Stapleton - St. George,88.4,
2014-01-01,2014,503,Willowbrook,66.6,
2014-01-01,2014,504,South Beach - Tottenville,47.4,
2014-01-01,2014,403,Flushing - Clearview,80.8,
2014-01-01,2014,404,Bayside - Little Neck,26.1,
2014-01-01,2014,405,Ridgewood - Forest Hills,79,
2014-01-01,2014,406,Fresh Meadows,68.8,
2014-01-01,2014,407,Southwest Queens,95.7,
2014-01-01,2014,408,Jamaica,119.3,
2014-01-01,2014,307,Gramercy Park - Murray Hill,100.5,
2014-01-01,2014,308,Greenwich Village - SoHo,53.2,
2014-01-01,2014,309,Union Square - Lower East Side,82.6,
2014-01-01,2014,310,Lower Manhattan,54,
2014-01-01,2014,401,Long Island City - Astoria,92.4,
2014-01-01,2014,402,West Queens,103.3,
2014-01-01,2014,301,Washington Heights,87.7,
2014-01-01,2014,302,Central Harlem - Morningside Heights,95.4,
2014-01-01,2014,303,East Harlem,145.2,
2014-01-01,2014,304,Upper West Side,40.6,
2014-01-01,2014,305,Upper East Side,64.5,
2014-01-01,2014,306,Chelsea - Clinton,70.7,
2014-01-01,2014,206,Borough Park,95.8,
2014-01-01,2014,207,East Flatbush - Flatbush,126.9,
2014-01-01,2014,208,Canarsie - Flatlands,98.6,
2014-01-01,2014,209,Bensonhurst - Bay Ridge,80.1,
2014-01-01,2014,210,Coney Island - Sheepshead Bay,96.5,
2014-01-01,2014,211,Williamsburg - Bushwick,133,
2014-01-01,2014,107,Hunts Point - Mott Haven,150.8,
2014-01-01,2014,201,Greenpoint,51.8,
2014-01-01,2014,202,Downtown - Heights - Slope,80.2,
2014-01-01,2014,203,Bedford Stuyvesant - Crown Heights,131.7,
2014-01-01,2014,204,East New York,133.2,
2014-01-01,2014,205,Sunset Park,112,
